,user,input_code,model_a,model_b,winner,is_strong,juiceOptions,juiceOtherReason
23,62db2644ab0a3a353c0dcb54,12_zhao_0_87_87_sample_1_0295-0634,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,tie,False,{},
24,62db2644ab0a3a353c0dcb54,4_lawrence_0_65_65_sample_3_0322-0675,AMUSE,AMUSE_Mismatched,model_a,True,"[""FitRhythmTiming"",""BetterMatchContentMeaning"",""BetterFitForEmotion"",""EmphasizeCorrectParts""]",
25,5685850c333cbd000d4e042f,13_lu_0_95_95_sample_5_0324-0566,HoloGest,HoloGest_Mismatched,model_b,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
26,5685850c333cbd000d4e042f,10_kieks_0_95_95_sample_3_0317-0645,RAG-Gesture_Mismatched,RAG-Gesture,model_a,False,"[""FitRhythmTiming""]",
27,5685850c333cbd000d4e042f,7_sophie_0_8_8_sample_5_0322-0670,BEAT,BEAT_Mismatched,tie,False,{},
28,5685850c333cbd000d4e042f,10_kieks_0_5_5_sample_2_0308-0630,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,tie,False,{},
29,5685850c333cbd000d4e042f,17_itoi_0_73_73_sample_4_0251-0547,SemanticGesticulator,SemanticGesticulator_Mismatched,tie,False,{},
30,5685850c333cbd000d4e042f,23_hailing_0_81_81_sample_2_0278-0629,HoloGest,HoloGest_Mismatched,tie,False,{},
31,5685850c333cbd000d4e042f,1_wayne_0_73_73_sample_4_0358-0696,BEAT_Mismatched,BEAT,model_b,True,"[""EmphasizeCorrectParts"",""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
32,5685850c333cbd000d4e042f,18_daiki_0_2_2_sample_1_0683-1017,ConvoFusion,ConvoFusion_Mismatched,model_b,True,"[""BetterFitForEmotion"",""BetterMatchContentMeaning""]",
33,5685850c333cbd000d4e042f,9_miranda_0_95_95_sample_5_0313-0664,AMUSE_Mismatched,AMUSE,tie,False,{},
34,5685850c333cbd000d4e042f,12_zhao_0_87_87_sample_1_0295-0634,RAG-Gesture_Mismatched,RAG-Gesture,model_b,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterFitForEmotion"",""BetterMatchContentMeaning""]",
35,5685850c333cbd000d4e042f,20_li_0_111_111_sample_1_0308-0647,HoloGest,HoloGest_Mismatched,model_a,False,"[""BetterFitForEmotion"",""BetterMatchContentMeaning""]",
36,5685850c333cbd000d4e042f,20_li_0_95_95_sample_2_0344-0650,RAG-Gesture_Mismatched,RAG-Gesture,model_a,False,"[""FitRhythmTiming""]",
37,5685850c333cbd000d4e042f,17_itoi_0_2_2_sample_1_0356-0677,SemanticGesticulator,SemanticGesticulator_Mismatched,model_b,False,"[""FitRhythmTiming""]",
38,5685850c333cbd000d4e042f,10_kieks_0_73_73_sample_2_0250-0590,ConvoFusion_Mismatched,ConvoFusion,model_b,False,"[""BetterMatchContentMeaning""]",
39,5685850c333cbd000d4e042f,30_katya_0_111_111_sample_1_0316-0655,AMUSE_Mismatched,AMUSE,model_b,False,"[""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
40,5685850c333cbd000d4e042f,13_lu_0_81_81_sample_5_0302-0634,BEAT_Mismatched,BEAT,model_b,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
41,5685850c333cbd000d4e042f,2_scott_0_65_65_sample_1_0321-0678,DiffuseStyleGesture_Mismatched,DiffuseStyleGesture,model_b,True,"[""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
42,5685850c333cbd000d4e042f,2_scott_0_87_87_sample_4_0319-0635,HoloGest_Mismatched,HoloGest,model_b,True,"[""FitRhythmTiming"",""BetterFitForEmotion"",""BetterMatchContentMeaning""]",
43,5685850c333cbd000d4e042f,15_carlos_0_1_1_sample_5_0328-0688,SemanticGesticulator,SemanticGesticulator_Mismatched,model_b,False,"[""BetterMatchContentMeaning""]",
44,5685850c333cbd000d4e042f,28_tiffnay_0_65_65_sample_4_0341-0666,DiffuseStyleGesture_Mismatched,DiffuseStyleGesture,model_b,True,"[""BetterFitForEmotion""]",
45,5685850c333cbd000d4e042f,15_carlos_0_111_111_sample_4_0350-0686,ConvoFusion_Mismatched,ConvoFusion,model_a,True,"[""FitRhythmTiming"",""BetterMatchContentMeaning""]",
46,5685850c333cbd000d4e042f,9_miranda_0_65_65_sample_2_0272-0629,RAG-Gesture,RAG-Gesture_Mismatched,model_b,False,"[""BetterMatchContentMeaning""]",
47,5685850c333cbd000d4e042f,5_stewart_0_8_8_sample_1_0283-0585,BEAT_Mismatched,BEAT,model_b,True,"[""BetterMatchContentMeaning"",""EmphasizeCorrectParts"",""FitRhythmTiming""]",
48,5685850c333cbd000d4e042f,24_kexin_0_65_65_sample_4_0266-0626,AMUSE,AMUSE_Mismatched,model_a,False,"[""BetterMatchContentMeaning""]",
49,5685850c333cbd000d4e042f,2_scott_0_7_7_sample_5_0315-0666,ConvoFusion_Mismatched,ConvoFusion,model_b,False,"[""FitRhythmTiming"",""BetterMatchContentMeaning""]",
50,63d79fcd741f9cfb2f87152f,12_zhao_0_81_81_sample_3_0293-0613,RAG-Gesture,RAG-Gesture_Mismatched,model_a,True,"[""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
51,63d79fcd741f9cfb2f87152f,10_kieks_0_73_73_sample_2_0250-0590,BEAT,BEAT_Mismatched,model_a,True,"[""BetterFitForEmotion"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
52,63d79fcd741f9cfb2f87152f,28_tiffnay_0_2_2_sample_3_0328-0581,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,tie,False,{},
53,63d79fcd741f9cfb2f87152f,10_kieks_0_73_73_sample_2_0250-0590,SemanticGesticulator,SemanticGesticulator_Mismatched,model_a,True,"[""BetterFitForEmotion"",""BetterMatchContentMeaning""]",
54,63d79fcd741f9cfb2f87152f,22_luqi_0_73_73_sample_4_0346-0670,HoloGest_Mismatched,HoloGest,tie,False,{},
55,63d79fcd741f9cfb2f87152f,4_lawrence_0_95_95_sample_1_0330-0649,AMUSE_Mismatched,AMUSE,model_b,False,"[""FitRhythmTiming""]",
56,63d79fcd741f9cfb2f87152f,7_sophie_0_65_65_sample_2_0357-0705,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,tie,False,{},
57,63d79fcd741f9cfb2f87152f,2_scott_0_2_2_sample_1_0246-0572,SemanticGesticulator_Mismatched,SemanticGesticulator,model_a,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterFitForEmotion""]",
58,63d79fcd741f9cfb2f87152f,7_sophie_0_65_65_sample_2_0357-0705,ConvoFusion,ConvoFusion_Mismatched,model_b,False,"[""FitRhythmTiming"",""BetterMatchContentMeaning""]",
59,63d79fcd741f9cfb2f87152f,16_jorge_0_1_1_sample_5_0316-0617,AMUSE,AMUSE_Mismatched,model_a,False,"[""BetterFitForEmotion""]",
60,63d79fcd741f9cfb2f87152f,30_katya_0_2_2_sample_2_0292-0644,RAG-Gesture,RAG-Gesture_Mismatched,model_a,False,"[""FitRhythmTiming"",""BetterMatchContentMeaning""]",
61,63d79fcd741f9cfb2f87152f,24_kexin_0_103_103_sample_4_0347-0684,BEAT_Mismatched,BEAT,model_b,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
62,63d79fcd741f9cfb2f87152f,28_tiffnay_0_2_2_sample_3_0328-0581,HoloGest_Mismatched,HoloGest,model_a,False,"[""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
63,63d79fcd741f9cfb2f87152f,1_wayne_0_81_81_sample_5_0324-0628,DiffuseStyleGesture_Mismatched,DiffuseStyleGesture,model_b,False,"[""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
64,63d79fcd741f9cfb2f87152f,18_daiki_0_65_65_sample_3_0219-0575,RAG-Gesture,RAG-Gesture_Mismatched,model_a,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
65,63d79fcd741f9cfb2f87152f,4_lawrence_0_87_87_sample_1_0349-0671,ConvoFusion,ConvoFusion_Mismatched,tie,False,{},
66,63d79fcd741f9cfb2f87152f,4_lawrence_0_87_87_sample_1_0349-0671,SemanticGesticulator,SemanticGesticulator_Mismatched,model_a,False,"[""FitRhythmTiming"",""BetterMatchContentMeaning"",""EmphasizeCorrectParts""]",
67,63d79fcd741f9cfb2f87152f,18_daiki_0_81_81_sample_4_0277-0624,HoloGest_Mismatched,HoloGest,model_b,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
68,63d79fcd741f9cfb2f87152f,18_daiki_0_81_81_sample_4_0277-0624,BEAT,BEAT_Mismatched,model_a,False,"[""FitRhythmTiming"",""BetterFitForEmotion""]",
69,63d79fcd741f9cfb2f87152f,12_zhao_0_103_103_sample_2_1787-2070,AMUSE_Mismatched,AMUSE,model_b,False,"[""FitRhythmTiming"",""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
70,63d79fcd741f9cfb2f87152f,16_jorge_0_1_1_sample_5_0316-0617,BEAT,BEAT_Mismatched,model_a,True,"[""FitRhythmTiming"",""BetterFitForEmotion""]",
71,63d79fcd741f9cfb2f87152f,17_itoi_0_2_2_sample_1_0356-0677,ConvoFusion,ConvoFusion_Mismatched,tie,False,{},
72,63d79fcd741f9cfb2f87152f,11_nidal_0_111_111_sample_5_0345-0647,RAG-Gesture,RAG-Gesture_Mismatched,model_a,False,"[""BetterMatchContentMeaning""]",
73,63d79fcd741f9cfb2f87152f,10_kieks_0_8_8_sample_2_0350-0622,AMUSE,AMUSE_Mismatched,model_b,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
74,63d79fcd741f9cfb2f87152f,27_yingqing_0_103_103_sample_3_0324-0629,SemanticGesticulator,SemanticGesticulator_Mismatched,model_a,False,"[""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
75,65a46bd1df11a18ab8055107,2_scott_0_3_3_sample_2_0359-0591,DiffuseStyleGesture_Mismatched,DiffuseStyleGesture,model_b,False,"[""BetterMatchContentMeaning"",""EmphasizeCorrectParts"",""BetterFitForEmotion""]",
76,65a46bd1df11a18ab8055107,25_goto_0_81_81_sample_4_0645-0995,HoloGest_Mismatched,HoloGest,model_b,False,"[""BetterFitForEmotion"",""SpeechOther""]","""It was hard to understand what the person was saying"""
77,65a46bd1df11a18ab8055107,23_hailing_0_103_103_sample_1_0302-0604,HoloGest_Mismatched,HoloGest,tie,False,{},
78,65a46bd1df11a18ab8055107,6_carla_0_103_103_sample_1_0350-0696,AMUSE_Mismatched,AMUSE,tie,False,{},
79,65a46bd1df11a18ab8055107,1_wayne_0_73_73_sample_4_0358-0696,ConvoFusion,ConvoFusion_Mismatched,model_a,False,"[""FitRhythmTiming""]",
80,65a46bd1df11a18ab8055107,7_sophie_0_111_111_sample_4_0333-0613,RAG-Gesture,RAG-Gesture_Mismatched,model_a,False,"[""FitRhythmTiming""]",
81,65a46bd1df11a18ab8055107,1_wayne_0_6_6_sample_5_0344-0618,SemanticGesticulator_Mismatched,SemanticGesticulator,tie,False,{},
82,65a46bd1df11a18ab8055107,23_hailing_0_103_103_sample_1_0302-0604,DiffuseStyleGesture_Mismatched,DiffuseStyleGesture,tie,False,{},
83,65a46bd1df11a18ab8055107,27_yingqing_0_65_65_sample_5_0332-0690,BEAT_Mismatched,BEAT,model_b,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts""]",
84,65a46bd1df11a18ab8055107,2_scott_0_7_7_sample_5_0315-0666,HoloGest,HoloGest_Mismatched,tie,False,{},
85,65a46bd1df11a18ab8055107,6_carla_0_73_73_sample_4_0358-0686,SemanticGesticulator_Mismatched,SemanticGesticulator,model_b,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts""]",
86,65a46bd1df11a18ab8055107,10_kieks_0_5_5_sample_2_0308-0630,ConvoFusion,ConvoFusion_Mismatched,model_b,False,"[""FitRhythmTiming""]",
87,65a46bd1df11a18ab8055107,4_lawrence_0_87_87_sample_1_0349-0671,BEAT,BEAT_Mismatched,tie,False,{},
88,65a46bd1df11a18ab8055107,22_luqi_0_87_87_sample_2_0328-0681,DiffuseStyleGesture_Mismatched,DiffuseStyleGesture,tie,False,{},
89,65a46bd1df11a18ab8055107,5_stewart_0_7_7_sample_3_0293-0571,AMUSE,AMUSE_Mismatched,tie,False,{},
90,65a46bd1df11a18ab8055107,3_solomon_0_2_2_sample_1_0356-0701,RAG-Gesture,RAG-Gesture_Mismatched,model_a,False,"[""FitRhythmTiming""]",
91,65a46bd1df11a18ab8055107,27_yingqing_0_103_103_sample_3_0324-0629,RAG-Gesture,RAG-Gesture_Mismatched,model_a,False,"[""FitRhythmTiming""]",
92,65a46bd1df11a18ab8055107,2_scott_0_7_7_sample_5_0315-0666,BEAT_Mismatched,BEAT,model_b,False,"[""EmphasizeCorrectParts"",""FitRhythmTiming""]",
93,65a46bd1df11a18ab8055107,11_nidal_0_81_81_sample_4_0347-0683,AMUSE,AMUSE_Mismatched,tie,False,{},
94,65a46bd1df11a18ab8055107,2_scott_0_87_87_sample_4_0319-0635,SemanticGesticulator_Mismatched,SemanticGesticulator,model_b,False,"[""FitRhythmTiming"",""EmphasizeCorrectParts""]",
95,65a46bd1df11a18ab8055107,2_scott_0_1_1_sample_4_0224-0535,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,tie,False,{},
96,65a46bd1df11a18ab8055107,27_yingqing_0_103_103_sample_3_0324-0629,ConvoFusion,ConvoFusion_Mismatched,tie,False,{},
97,65a46bd1df11a18ab8055107,18_daiki_0_65_65_sample_3_0219-0575,HoloGest_Mismatched,HoloGest,tie,False,{},
98,65a46bd1df11a18ab8055107,30_katya_0_2_2_sample_2_0292-0644,HoloGest,HoloGest_Mismatched,model_a,False,"[""FitRhythmTiming""]",
99,65a46bd1df11a18ab8055107,12_zhao_0_103_103_sample_2_1787-2070,RAG-Gesture_Mismatched,RAG-Gesture,model_b,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
100,6691d4931b9aff3b4cdb86fd,1_wayne_0_87_87_sample_4_0284-0594,ConvoFusion_Mismatched,ConvoFusion,model_b,False,"[""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
101,6691d4931b9aff3b4cdb86fd,22_luqi_0_73_73_sample_4_0346-0670,DiffuseStyleGesture_Mismatched,DiffuseStyleGesture,model_b,True,"[""EmphasizeCorrectParts"",""BetterFitForEmotion""]",
102,6691d4931b9aff3b4cdb86fd,15_carlos_0_111_111_sample_4_0350-0686,AMUSE_Mismatched,AMUSE,tie,False,{},
103,6691d4931b9aff3b4cdb86fd,7_sophie_0_8_8_sample_5_0322-0670,SemanticGesticulator_Mismatched,SemanticGesticulator,model_b,True,"[""BetterMatchContentMeaning"",""BetterFitForEmotion"",""EmphasizeCorrectParts""]",
104,6691d4931b9aff3b4cdb86fd,3_solomon_0_2_2_sample_1_0356-0701,BEAT_Mismatched,BEAT,model_b,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
105,6691d4931b9aff3b4cdb86fd,11_nidal_0_3_3_sample_5_0254-0610,SemanticGesticulator_Mismatched,SemanticGesticulator,model_b,False,"[""FitRhythmTiming"",""BetterMatchContentMeaning""]",
106,6691d4931b9aff3b4cdb86fd,15_carlos_0_1_1_sample_5_0328-0688,BEAT_Mismatched,BEAT,model_b,True,"[""EmphasizeCorrectParts"",""FitRhythmTiming"",""BetterMatchContentMeaning""]",
107,6691d4931b9aff3b4cdb86fd,27_yingqing_0_103_103_sample_3_0324-0629,AMUSE,AMUSE_Mismatched,tie,False,{},
108,6691d4931b9aff3b4cdb86fd,1_wayne_0_87_87_sample_4_0284-0594,DiffuseStyleGesture_Mismatched,DiffuseStyleGesture,model_b,False,"[""BetterMatchContentMeaning""]",
109,6691d4931b9aff3b4cdb86fd,4_lawrence_0_65_65_sample_3_0322-0675,RAG-Gesture_Mismatched,RAG-Gesture,model_b,False,"[""BetterMatchContentMeaning"",""FitRhythmTiming""]",
110,6691d4931b9aff3b4cdb86fd,9_miranda_0_73_73_sample_1_0265-0592,ConvoFusion_Mismatched,ConvoFusion,model_a,False,"[""BetterMatchContentMeaning"",""EmphasizeCorrectParts""]",
111,6691d4931b9aff3b4cdb86fd,9_miranda_0_73_73_sample_1_0265-0592,HoloGest_Mismatched,HoloGest,model_b,False,"[""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
112,6691d4931b9aff3b4cdb86fd,9_miranda_0_65_65_sample_2_0272-0629,BEAT_Mismatched,BEAT,model_a,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
113,6691d4931b9aff3b4cdb86fd,25_goto_0_81_81_sample_4_0645-0995,AMUSE_Mismatched,AMUSE,model_a,True,"[""FitRhythmTiming"",""BetterMatchContentMeaning"",""EmphasizeCorrectParts""]",
114,6691d4931b9aff3b4cdb86fd,24_kexin_0_111_111_sample_5_0352-0696,RAG-Gesture,RAG-Gesture_Mismatched,model_b,True,"[""EmphasizeCorrectParts"",""FitRhythmTiming"",""BetterFitForEmotion"",""BetterMatchContentMeaning""]",
115,6691d4931b9aff3b4cdb86fd,22_luqi_0_87_87_sample_2_0328-0681,ConvoFusion_Mismatched,ConvoFusion,model_a,True,"[""EmphasizeCorrectParts"",""FitRhythmTiming"",""BetterMatchContentMeaning""]",
116,6691d4931b9aff3b4cdb86fd,12_zhao_0_2_2_sample_3_0320-0579,HoloGest,HoloGest_Mismatched,model_b,False,"[""EmphasizeCorrectParts""]",
117,6691d4931b9aff3b4cdb86fd,18_daiki_0_2_2_sample_1_0683-1017,SemanticGesticulator_Mismatched,SemanticGesticulator,model_b,True,"[""BetterMatchContentMeaning"",""EmphasizeCorrectParts"",""FitRhythmTiming""]",
118,6691d4931b9aff3b4cdb86fd,23_hailing_0_95_95_sample_4_0354-0681,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,model_a,False,"[""BetterMatchContentMeaning""]",
119,6691d4931b9aff3b4cdb86fd,6_carla_0_65_65_sample_2_0352-0655,HoloGest,HoloGest_Mismatched,model_b,False,"[""BetterMatchContentMeaning"",""EmphasizeCorrectParts""]",
120,6691d4931b9aff3b4cdb86fd,6_carla_0_73_73_sample_4_0358-0686,BEAT,BEAT_Mismatched,model_a,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterMatchContentMeaning"",""BetterFitForEmotion""]",
121,6691d4931b9aff3b4cdb86fd,1_wayne_0_2_2_sample_5_0284-0619,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,model_a,True,"[""BetterMatchContentMeaning"",""FitRhythmTiming"",""EmphasizeCorrectParts""]",
122,6691d4931b9aff3b4cdb86fd,1_wayne_0_2_2_sample_5_0284-0619,AMUSE_Mismatched,AMUSE,model_a,False,"[""FitRhythmTiming""]",
123,6691d4931b9aff3b4cdb86fd,5_stewart_0_103_103_sample_5_0350-0625,ConvoFusion,ConvoFusion_Mismatched,model_a,False,"[""EmphasizeCorrectParts"",""BetterMatchContentMeaning""]",
124,6691d4931b9aff3b4cdb86fd,10_kieks_0_73_73_sample_2_0250-0590,RAG-Gesture,RAG-Gesture_Mismatched,model_a,True,"[""FitRhythmTiming"",""BetterFitForEmotion""]",
125,67f192e08cf17c568074969d,12_zhao_0_2_2_sample_3_0320-0579,SemanticGesticulator_Mismatched,SemanticGesticulator,model_b,True,"[""FitRhythmTiming""]",
126,67f192e08cf17c568074969d,12_zhao_0_2_2_sample_3_0320-0579,AMUSE_Mismatched,AMUSE,model_a,False,"[""EmphasizeCorrectParts""]",
127,67f192e08cf17c568074969d,10_kieks_0_5_5_sample_2_0308-0630,HoloGest,HoloGest_Mismatched,model_a,True,"[""EmphasizeCorrectParts""]",
128,67f192e08cf17c568074969d,20_li_0_65_65_sample_4_0351-0701,DiffuseStyleGesture_Mismatched,DiffuseStyleGesture,model_a,False,"[""EmphasizeCorrectParts""]",
129,67f192e08cf17c568074969d,5_stewart_0_103_103_sample_5_0350-0625,SemanticGesticulator_Mismatched,SemanticGesticulator,model_a,True,"[""FitRhythmTiming""]",
130,67f192e08cf17c568074969d,12_zhao_0_103_103_sample_2_1787-2070,BEAT,BEAT_Mismatched,model_a,True,"[""EmphasizeCorrectParts"",""FitRhythmTiming"",""BetterFitForEmotion""]",
131,67f192e08cf17c568074969d,16_jorge_0_65_65_sample_4_0336-0621,RAG-Gesture_Mismatched,RAG-Gesture,model_b,False,"[""FitRhythmTiming""]",
132,67f192e08cf17c568074969d,16_jorge_0_65_65_sample_4_0336-0621,ConvoFusion_Mismatched,ConvoFusion,model_a,True,"[""FitRhythmTiming"",""BetterMatchContentMeaning""]",
133,67f192e08cf17c568074969d,13_lu_0_81_81_sample_5_0302-0634,RAG-Gesture_Mismatched,RAG-Gesture,model_b,True,"[""BetterMatchContentMeaning"",""EmphasizeCorrectParts""]",
134,67f192e08cf17c568074969d,28_tiffnay_0_81_81_sample_1_0302-0623,AMUSE_Mismatched,AMUSE,model_b,True,"[""BetterMatchContentMeaning""]",
135,67f192e08cf17c568074969d,5_stewart_0_65_65_sample_2_0256-0569,ConvoFusion,ConvoFusion_Mismatched,model_b,False,"[""BetterMatchContentMeaning"",""FitRhythmTiming""]",
136,67f192e08cf17c568074969d,25_goto_0_2_2_sample_3_0347-0675,DiffuseStyleGesture_Mismatched,DiffuseStyleGesture,model_b,True,"[""BetterFitForEmotion"",""BetterMatchContentMeaning"",""EmphasizeCorrectParts""]",
137,67f192e08cf17c568074969d,9_miranda_0_65_65_sample_2_0272-0629,SemanticGesticulator,SemanticGesticulator_Mismatched,model_a,False,"[""BetterMatchContentMeaning""]",
138,67f192e08cf17c568074969d,1_wayne_0_2_2_sample_5_0284-0619,BEAT,BEAT_Mismatched,model_b,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts""]",
139,67f192e08cf17c568074969d,3_solomon_0_111_111_sample_4_0344-0704,HoloGest,HoloGest_Mismatched,model_b,True,"[""FitRhythmTiming"",""EmphasizeCorrectParts"",""BetterFitForEmotion""]",
140,67f192e08cf17c568074969d,10_kieks_0_8_8_sample_2_0350-0622,ConvoFusion_Mismatched,ConvoFusion,model_b,False,"[""EmphasizeCorrectParts""]",
141,67f192e08cf17c568074969d,27_yingqing_0_1_1_sample_3_0322-0620,DiffuseStyleGesture,DiffuseStyleGesture_Mismatched,model_b,False,"[""BetterFitForEmotion""]",
142,67f192e08cf17c568074969d,12_zhao_0_2_2_sample_3_0320-0579,RAG-Gesture,RAG-Gesture_Mismatched,model_a,True,"[""BetterMatchContentMeaning"",""FitRhythmTiming""]",
143,67f192e08cf17c568074969d,23_hailing_0_95_95_sample_4_0354-0681,AMUSE,AMUSE_Mismatched,model_b,False,"[""FitRhythmTiming""]",
